route_id,service_id,trip_id,trip_headsign,shape_id
3,1,3708928,Sarrià,100003
3,1,3708929,Pl. Catalunya,200003
3,1,3708930,Sarrià,100003
3,1,3708931,Pl. Catalunya,200003
3,1,3708932,Sarrià,100003
3,1,3708933,Pl. Catalunya,200003
3,1,3708934,Sarrià,100003
3,1,3708935,Pl. Catalunya,200003
3,1,3708936,Sarrià,100003
3,1,3708937,Pl. Catalunya,200003
3,1,3708938,Sarrià,100003
3,1,3708939,Pl. Catalunya,200003
3,1,3708940,Sarrià,100003
3,1,3708941,Pl. Catalunya,200003
3,1,3708942,Sarrià,100003
3,1,3708943,Pl. Catalunya,200003
3,1,3708944,Sarrià,100003
3,1,3708945,Pl. Catalunya,200003
3,1,3708946,Sarrià,100003
3,1,3708947,Pl. Catalunya,200003
3,1,3708948,Sarrià,100003
3,1,3708949,Pl. Catalunya,200003
3,1,3708950,Sarrià,100003
3,1,3708951,Pl. Catalunya,200003
3,1,3708952,Sarrià,100003
3,1,3708953,Pl. Catalunya,200003
3,1,3708954,Sarrià,100003
3,1,3708955,Pl. Catalunya,200003
3,1,3708956,Sarrià,100003
3,1,3708957,Pl. Catalunya,200003
3,1,3708958,Sarrià,100003
3,1,3708959,Pl. Catalunya,200003
3,1,3708960,Sarrià,100003
3,1,3708961,Pl. Catalunya,200003
3,1,3708962,Sarrià,100003
3,1,3708963,Pl. Catalunya,200003
3,1,3708964,Sarrià,100003
3,1,3708965,Pl. Catalunya,200003
3,1,3708966,Sarrià,100003
3,1,3708967,Pl. Catalunya,200003
3,1,3708968,Sarrià,100003
3,1,3708969,Pl. Catalunya,200003
3,1,3708970,Sarrià,100003
3,1,3708971,Pl. Catalunya,200003
3,1,3708972,Sarrià,100003
3,1,3708973,Pl. Catalunya,200003
3,1,3708974,Sarrià,100003
3,1,3708975,Pl. Catalunya,200003
3,1,3708976,Sarrià,100003
3,1,3708977,Pl. Catalunya,200003
3,1,3708978,Sarrià,100003
3,1,3708979,Pl. Catalunya,200003
3,1,3708980,Sarrià,100003
3,1,3708981,Pl. Catalunya,200003
3,1,3708982,Sarrià,100003
3,1,3708983,Pl. Catalunya,200003
3,1,3708984,Sarrià,100003
3,1,3708985,Pl. Catalunya,200003
3,1,3708986,Sarrià,100003
3,1,3708987,Pl. Catalunya,200003
3,1,3708988,Sarrià,100003
3,1,3708989,Pl. Catalunya,200003
3,1,3708990,Sarrià,100003
3,1,3708991,Pl. Catalunya,200003
3,1,3708992,Sarrià,100003
3,1,3708993,Pl. Catalunya,200003
3,1,3708994,Sarrià,100003
3,1,3708995,Pl. Catalunya,200003
3,1,3708996,Sarrià,100003
3,1,3708997,Pl. Catalunya,200003
3,1,3708998,Sarrià,100003
3,1,3708999,Pl. Catalunya,200003
3,1,3709000,Sarrià,100003
3,1,3709001,Pl. Catalunya,200003
3,1,3709002,Sarrià,100003
3,1,3709003,Pl. Catalunya,200003
3,1,3709004,Sarrià,100003
3,1,3709005,Pl. Catalunya,200003
3,1,3709006,Sarrià,100003
3,1,3709007,Pl. Catalunya,200003
3,1,3709008,Sarrià,100003
3,1,3709009,Pl. Catalunya,200003
3,1,3709010,Sarrià,100003
3,1,3709011,Pl. Catalunya,200003
3,1,3709012,Sarrià,100003
3,1,3709013,Pl. Catalunya,200003
3,1,3709014,Sarrià,100003
3,1,3709015,Pl. Catalunya,200003
3,1,3709016,Sarrià,100003
3,1,3709017,Pl. Catalunya,200003
3,1,3709018,Sarrià,100003
3,1,3709019,Pl. Catalunya,200003
3,1,3709020,Sarrià,100003
3,1,3709021,Pl. Catalunya,200003
3,1,3709022,Sarrià,100003
3,1,3709023,Pl. Catalunya,200003
3,1,3709024,Sarrià,100003
3,1,3709025,Pl. Catalunya,200003
3,1,3709026,Sarrià,100003
3,1,3709027,Pl. Catalunya,200003
3,1,3709028,Sarrià,100003
3,1,3709029,Pl. Catalunya,200003
3,1,3709030,Sarrià,100003
3,1,3709031,Pl. Catalunya,200003
3,1,3709032,Sarrià,100003
3,1,3709033,Pl. Catalunya,200003
3,1,3709034,Sarrià,100003
3,1,3709035,Pl. Catalunya,200003
3,1,3709036,Sarrià,100003
3,1,3709037,Pl. Catalunya,200003
3,1,3709038,Sarrià,100003
3,1,3709039,Pl. Catalunya,200003
3,1,3709040,Sarrià,100003
3,1,3709041,Pl. Catalunya,200003
3,1,3709042,Sarrià,100003
3,1,3709043,Pl. Catalunya,200003
3,1,3709044,Sarrià,100003
3,1,3709045,Pl. Catalunya,200003
3,1,3709046,Sarrià,100003
3,1,3709047,Pl. Catalunya,200003
3,1,3709048,Sarrià,100003
3,1,3709049,Pl. Catalunya,200003
3,1,3709050,Sarrià,100003
3,1,3709051,Pl. Catalunya,200003
3,1,3709052,Sarrià,100003
3,1,3709053,Pl. Catalunya,200003
3,1,3709054,Sarrià,100003
3,1,3709055,Pl. Catalunya,200003
3,1,3709056,Sarrià,100003
3,1,3709057,Pl. Catalunya,200003
3,1,3709058,Sarrià,100003
3,1,3709059,Pl. Catalunya,200003
3,1,3709060,Sarrià,100003
3,1,3709061,Pl. Catalunya,200003
3,1,3709062,Sarrià,100003
3,1,3709063,Pl. Catalunya,200003
3,1,3709064,Sarrià,100003
3,1,3709065,Pl. Catalunya,200003
3,1,3709066,Sarrià,100003
3,1,3709067,Pl. Catalunya,200003
3,1,3709068,Sarrià,100003
3,1,3709069,Pl. Catalunya,200003
3,1,3709070,Sarrià,100003
3,1,3709071,Sarrià,100003
3,1,3709072,Pl. Catalunya,200003
3,1,3709073,Sarrià,100003
3,1,3709074,Pl. Catalunya,200003
3,1,3709075,Sarrià,100003
3,1,3709076,Pl. Catalunya,200003
3,1,3709077,Sarrià,100003
3,1,3709078,Pl. Catalunya,200003
3,1,3709079,Sarrià,100003
3,1,3709080,Pl. Catalunya,200003
3,1,3709081,Sarrià,100003
3,1,3709082,Pl. Catalunya,200003
3,1,3709083,Sarrià,100003
3,1,3709084,Pl. Catalunya,200003
3,1,3709085,Sarrià,100003
3,1,3709086,Pl. Catalunya,200003
3,1,3709087,Sarrià,100003
3,1,3709088,Pl. Catalunya,200003
3,1,3709089,Sarrià,100003
3,1,3709090,Pl. Catalunya,200003
3,1,3709091,Pl. Catalunya,200003
4,1,3709092,Av. Tibidabo,100004
4,1,3709093,Pl. Catalunya,200004
4,1,3709094,Av. Tibidabo,100004
4,1,3709095,Pl. Catalunya,200004
4,1,3709096,Av. Tibidabo,100004
4,1,3709097,Pl. Catalunya,200004
4,1,3709098,Av. Tibidabo,100004
4,1,3709099,Pl. Catalunya,200004
4,1,3709100,Av. Tibidabo,100004
4,1,3709101,Pl. Catalunya,200004
4,1,3709102,Av. Tibidabo,100004
4,1,3709103,Pl. Catalunya,200004
4,1,3709104,Av. Tibidabo,100004
4,1,3709105,Pl. Catalunya,200004
4,1,3709106,Av. Tibidabo,100004
4,1,3709107,Pl. Catalunya,200004
4,1,3709108,Av. Tibidabo,100004
4,1,3709109,Pl. Catalunya,200004
4,1,3709110,Av. Tibidabo,100004
4,1,3709111,Pl. Catalunya,200004
4,1,3709112,Av. Tibidabo,100004
4,1,3709113,Pl. Catalunya,200004
4,1,3709114,Av. Tibidabo,100004
4,1,3709115,Pl. Catalunya,200004
4,1,3709116,Av. Tibidabo,100004
4,1,3709117,Pl. Catalunya,200004
4,1,3709118,Av. Tibidabo,100004
4,1,3709119,Pl. Catalunya,200004
4,1,3709120,Av. Tibidabo,100004
4,1,3709121,Pl. Catalunya,200004
4,1,3709122,Av. Tibidabo,100004
4,1,3709123,Pl. Catalunya,200004
4,1,3709124,Av. Tibidabo,100004
4,1,3709125,Pl. Catalunya,200004
4,1,3709126,Av. Tibidabo,100004
4,1,3709127,Pl. Catalunya,200004
4,1,3709128,Av. Tibidabo,100004
4,1,3709129,Pl. Catalunya,200004
4,1,3709130,Av. Tibidabo,100004
4,1,3709131,Pl. Catalunya,200004
4,1,3709132,Av. Tibidabo,100004
4,1,3709133,Pl. Catalunya,200004
4,1,3709134,Av. Tibidabo,100004
4,1,3709135,Pl. Catalunya,200004
4,1,3709136,Av. Tibidabo,100004
4,1,3709137,Pl. Catalunya,200004
4,1,3709138,Av. Tibidabo,100004
4,1,3709139,Pl. Catalunya,200004
4,1,3709140,Av. Tibidabo,100004
4,1,3709141,Pl. Catalunya,200004
4,1,3709142,Av. Tibidabo,100004
4,1,3709143,Pl. Catalunya,200004
4,1,3709144,Av. Tibidabo,100004
4,1,3709145,Pl. Catalunya,200004
4,1,3709146,Av. Tibidabo,100004
4,1,3709147,Pl. Catalunya,200004
4,1,3709148,Av. Tibidabo,100004
4,1,3709149,Pl. Catalunya,200004
4,1,3709150,Av. Tibidabo,100004
4,1,3709151,Pl. Catalunya,200004
4,1,3709152,Av. Tibidabo,100004
4,1,3709153,Pl. Catalunya,200004
4,1,3709154,Av. Tibidabo,100004
4,1,3709155,Pl. Catalunya,200004
4,1,3709156,Av. Tibidabo,100004
4,1,3709157,Pl. Catalunya,200004
4,1,3709158,Av. Tibidabo,100004
4,1,3709159,Pl. Catalunya,200004
4,1,3709160,Av. Tibidabo,100004
4,1,3709161,Pl. Catalunya,200004
4,1,3709162,Av. Tibidabo,100004
4,1,3709163,Pl. Catalunya,200004
4,1,3709164,Av. Tibidabo,100004
4,1,3709165,Pl. Catalunya,200004
4,1,3709166,Av. Tibidabo,100004
4,1,3709167,Pl. Catalunya,200004
4,1,3709168,Av. Tibidabo,100004
4,1,3709169,Pl. Catalunya,200004
4,1,3709170,Av. Tibidabo,100004
4,1,3709171,Pl. Catalunya,200004
4,1,3709172,Av. Tibidabo,100004
4,1,3709173,Pl. Catalunya,200004
4,1,3709174,Av. Tibidabo,100004
4,1,3709175,Pl. Catalunya,200004
4,1,3709176,Av. Tibidabo,100004
4,1,3709177,Pl. Catalunya,200004
4,1,3709178,Av. Tibidabo,100004
4,1,3709179,Pl. Catalunya,200004
4,1,3709180,Av. Tibidabo,100004
4,1,3709181,Pl. Catalunya,200004
4,1,3709182,Av. Tibidabo,100004
4,1,3709183,Pl. Catalunya,200004
4,1,3709184,Av. Tibidabo,100004
4,1,3709185,Pl. Catalunya,200004
4,1,3709186,Av. Tibidabo,100004
4,1,3709187,Pl. Catalunya,200004
4,1,3709188,Av. Tibidabo,100004
4,1,3709189,Pl. Catalunya,200004
4,1,3709190,Av. Tibidabo,100004
4,1,3709191,Pl. Catalunya,200004
4,1,3709192,Av. Tibidabo,100004
4,1,3709193,Pl. Catalunya,200004
4,1,3709194,Av. Tibidabo,100004
4,1,3709195,Pl. Catalunya,200004
4,1,3709196,Av. Tibidabo,100004
4,1,3709197,Pl. Catalunya,200004
4,1,3709198,Av. Tibidabo,100004
4,1,3709199,Pl. Catalunya,200004
4,1,3709200,Av. Tibidabo,100004
4,1,3709201,Pl. Catalunya,200004
4,1,3709202,Av. Tibidabo,100004
4,1,3709203,Pl. Catalunya,200004
4,1,3709204,Av. Tibidabo,100004
4,1,3709205,Pl. Catalunya,200004
4,1,3709206,Av. Tibidabo,100004
4,1,3709207,Pl. Catalunya,200004
4,1,3709208,Av. Tibidabo,100004
4,1,3709209,Pl. Catalunya,200004
4,1,3709210,Av. Tibidabo,100004
4,1,3709211,Pl. Catalunya,200004
4,1,3709212,Av. Tibidabo,100004
4,1,3709213,Pl. Catalunya,200004
4,1,3709214,Av. Tibidabo,100004
4,1,3709215,Pl. Catalunya,200004
4,1,3709216,Av. Tibidabo,100004
4,1,3709217,Pl. Catalunya,200004
4,1,3709218,Av. Tibidabo,100004
4,1,3709219,Pl. Catalunya,200004
4,1,3709220,Av. Tibidabo,100004
4,1,3709221,Pl. Catalunya,200004
4,1,3709222,Av. Tibidabo,100004
4,1,3709223,Pl. Catalunya,200004
4,1,3709224,Av. Tibidabo,100004
4,1,3709225,Pl. Catalunya,200004
4,1,3709226,Av. Tibidabo,100004
4,1,3709227,Pl. Catalunya,200004
4,1,3709228,Av. Tibidabo,100004
4,1,3709229,Pl. Catalunya,200004
4,1,3709230,Av. Tibidabo,100004
4,1,3709231,Pl. Catalunya,200004
4,1,3709232,Av. Tibidabo,100004
4,1,3709233,Pl. Catalunya,200004
4,1,3709234,Av. Tibidabo,100004
4,1,3709235,Pl. Catalunya,200004
4,1,3709236,Av. Tibidabo,100004
4,1,3709237,Pl. Catalunya,200004
4,1,3709238,Av. Tibidabo,100004
4,1,3709239,Av. Tibidabo,100004
4,1,3709240,Pl. Catalunya,200004
4,1,3709241,Av. Tibidabo,100004
4,1,3709242,Pl. Catalunya,200004
4,1,3709243,Av. Tibidabo,100004
4,1,3709244,Pl. Catalunya,200004
4,1,3709245,Av. Tibidabo,100004
4,1,3709246,Pl. Catalunya,200004
4,1,3709247,Av. Tibidabo,100004
4,1,3709248,Pl. Catalunya,200004
4,1,3709249,Av. Tibidabo,100004
4,1,3709250,Pl. Catalunya,200004
4,1,3709251,Av. Tibidabo,100004
4,1,3709252,Pl. Catalunya,200004
4,1,3709253,Av. Tibidabo,100004
4,1,3709254,Pl. Catalunya,200004
9,1,3709255,Terrassa Nacions Unides,100009
9,1,3709256,Pl. Catalunya,200009
9,1,3709257,Terrassa Nacions Unides,100009
9,1,3709258,Pl. Catalunya,200009
9,1,3709259,Terrassa Nacions Unides,100009
9,1,3709260,Pl. Catalunya,200009
9,1,3709261,Terrassa Nacions Unides,100009
9,1,3709262,Pl. Catalunya,200009
9,1,3709263,Terrassa Nacions Unides,100009
9,1,3709264,Pl. Catalunya,200009
9,1,3709265,Terrassa Nacions Unides,100009
9,1,3709266,Pl. Catalunya,200009
9,1,3709267,Terrassa Nacions Unides,100009
9,1,3709268,Pl. Catalunya,200009
9,1,3709269,Terrassa Nacions Unides,100009
9,1,3709270,Pl. Catalunya,200009
9,1,3709271,Terrassa Nacions Unides,100009
9,1,3709272,Pl. Catalunya,200009
9,1,3709273,Terrassa Nacions Unides,100009
9,1,3709274,Pl. Catalunya,200009
9,1,3709275,Terrassa Nacions Unides,100009
9,1,3709276,Pl. Catalunya,200009
9,1,3709277,Terrassa Nacions Unides,100009
9,1,3709278,Pl. Catalunya,200009
9,1,3709279,Terrassa Nacions Unides,100009
9,1,3709280,Pl. Catalunya,200009
9,1,3709281,Terrassa Nacions Unides,100009
9,1,3709282,Pl. Catalunya,200009
9,1,3709283,Terrassa Nacions Unides,100009
9,1,3709284,Pl. Catalunya,200009
9,1,3709285,Terrassa Nacions Unides,100009
9,1,3709286,Pl. Catalunya,200009
9,1,3709287,Terrassa Nacions Unides,100009
9,1,3709288,Pl. Catalunya,200009
9,1,3709289,Terrassa Nacions Unides,100009
9,1,3709290,Pl. Catalunya,200009
9,1,3709291,Terrassa Nacions Unides,100009
9,1,3709292,Pl. Catalunya,200009
9,1,3709293,Terrassa Nacions Unides,100009
9,1,3709294,Pl. Catalunya,200009
9,1,3709295,Terrassa Nacions Unides,100009
9,1,3709296,Pl. Catalunya,200009
9,1,3709297,Terrassa Nacions Unides,100009
9,1,3709298,Pl. Catalunya,200009
9,1,3709299,Terrassa Nacions Unides,100009
9,1,3709300,Pl. Catalunya,200009
9,1,3709301,Terrassa Nacions Unides,100009
9,1,3709302,Pl. Catalunya,200009
9,1,3709303,Terrassa Nacions Unides,100009
9,1,3709304,Pl. Catalunya,200009
9,1,3709305,Terrassa Nacions Unides,100009
9,1,3709306,Pl. Catalunya,200009
9,1,3709307,Terrassa Nacions Unides,100009
9,1,3709308,Pl. Catalunya,200009
9,1,3709309,Terrassa Nacions Unides,100009
9,1,3709310,Pl. Catalunya,200009
9,1,3709311,Terrassa Nacions Unides,100009
9,1,3709312,Pl. Catalunya,200009
9,1,3709313,Terrassa Nacions Unides,100009
9,1,3709314,Pl. Catalunya,200009
9,1,3709315,Terrassa Nacions Unides,100009
9,1,3709316,Pl. Catalunya,200009
9,1,3709317,Terrassa Nacions Unides,100009
9,1,3709318,Pl. Catalunya,200009
9,1,3709319,Terrassa Nacions Unides,100009
9,1,3709320,Pl. Catalunya,200009
9,1,3709321,Terrassa Nacions Unides,100009
9,1,3709322,Pl. Catalunya,200009
9,1,3709323,Terrassa Nacions Unides,100009
9,1,3709324,Pl. Catalunya,200009
9,1,3709325,Terrassa Nacions Unides,100009
9,1,3709326,Pl. Catalunya,200009
9,1,3709327,Terrassa Nacions Unides,100009
9,1,3709328,Pl. Catalunya,200009
9,1,3709329,Terrassa Nacions Unides,100009
9,1,3709330,Pl. Catalunya,200009
9,1,3709331,Terrassa Nacions Unides,100009
9,1,3709332,Pl. Catalunya,200009
9,1,3709333,Terrassa Nacions Unides,100009
9,1,3709334,Pl. Catalunya,200009
9,1,3709335,Terrassa Nacions Unides,100009
9,1,3709336,Pl. Catalunya,200009
9,1,3709337,Terrassa Nacions Unides,100009
9,1,3709338,Pl. Catalunya,200009
9,1,3709339,Terrassa Nacions Unides,100009
9,1,3709340,Pl. Catalunya,200009
9,1,3709341,Terrassa Nacions Unides,100009
9,1,3709342,Pl. Catalunya,200009
9,1,3709343,Terrassa Nacions Unides,100009
9,1,3709344,Pl. Catalunya,200009
9,1,3709345,Terrassa Nacions Unides,100009
9,1,3709346,Pl. Catalunya,200009
9,1,3709347,Terrassa Nacions Unides,100009
9,1,3709348,Pl. Catalunya,200009
9,1,3709349,Terrassa Nacions Unides,100009
9,1,3709350,Pl. Catalunya,200009
9,1,3709351,Terrassa Nacions Unides,100009
9,1,3709352,Pl. Catalunya,200009
9,1,3709353,Terrassa Nacions Unides,100009
9,1,3709354,Pl. Catalunya,200009
9,1,3709355,Terrassa Nacions Unides,100009
9,1,3709356,Pl. Catalunya,200009
9,1,3709357,Terrassa Nacions Unides,100009
9,1,3709358,Terrassa Nacions Unides,100009
9,1,3709359,Pl. Catalunya,200009
9,1,3709360,Terrassa Nacions Unides,100009
9,1,3709361,Pl. Catalunya,200009
9,1,3709362,Terrassa Nacions Unides,100009
9,1,3709363,Pl. Catalunya,200009
9,1,3709364,Terrassa Nacions Unides,100009
10,1,3709365,Sabadell Parc del Nord,100010
10,1,3709366,Pl. Catalunya,200010
10,1,3709367,Sabadell Parc del Nord,100010
10,1,3709368,Pl. Catalunya,200010
10,1,3709369,Sabadell Parc del Nord,100010
10,1,3709370,Pl. Catalunya,200010
10,1,3709371,Sabadell Parc del Nord,100010
10,1,3709372,Pl. Catalunya,200010
10,1,3709373,Sabadell Parc del Nord,100010
10,1,3709374,Pl. Catalunya,200010
10,1,3709375,Sabadell Parc del Nord,100010
10,1,3709376,Pl. Catalunya,200010
10,1,3709377,Sabadell Parc del Nord,100010
10,1,3709378,Pl. Catalunya,200010
10,1,3709379,Sabadell Parc del Nord,100010
10,1,3709380,Pl. Catalunya,200010
10,1,3709381,Sabadell Parc del Nord,100010
10,1,3709382,Pl. Catalunya,200010
10,1,3709383,Sabadell Parc del Nord,100010
10,1,3709384,Pl. Catalunya,200010
10,1,3709385,Sabadell Parc del Nord,100010
10,1,3709386,Pl. Catalunya,200010
10,1,3709387,Sabadell Parc del Nord,100010
10,1,3709388,Pl. Catalunya,200010
10,1,3709389,Sabadell Parc del Nord,100010
10,1,3709390,Pl. Catalunya,200010
10,1,3709391,Sabadell Parc del Nord,100010
10,1,3709392,Pl. Catalunya,200010
10,1,3709393,Sabadell Parc del Nord,100010
10,1,3709394,Pl. Catalunya,200010
10,1,3709395,Sabadell Parc del Nord,100010
10,1,3709396,Pl. Catalunya,200010
10,1,3709397,Sabadell Parc del Nord,100010
10,1,3709398,Pl. Catalunya,200010
10,1,3709399,Sabadell Parc del Nord,100010
10,1,3709400,Pl. Catalunya,200010
10,1,3709401,Sabadell Parc del Nord,100010
10,1,3709402,Pl. Catalunya,200010
10,1,3709403,Sabadell Parc del Nord,100010
10,1,3709404,Pl. Catalunya,200010
10,1,3709405,Sabadell Parc del Nord,100010
10,1,3709406,Pl. Catalunya,200010
10,1,3709407,Sabadell Parc del Nord,100010
10,1,3709408,Pl. Catalunya,200010
10,1,3709409,Sabadell Parc del Nord,100010
10,1,3709410,Pl. Catalunya,200010
10,1,3709411,Sabadell Parc del Nord,100010
10,1,3709412,Pl. Catalunya,200010
10,1,3709413,Sabadell Parc del Nord,100010
10,1,3709414,Pl. Catalunya,200010
10,1,3709415,Sabadell Parc del Nord,100010
10,1,3709416,Pl. Catalunya,200010
10,1,3709417,Sabadell Parc del Nord,100010
10,1,3709418,Pl. Catalunya,200010
10,1,3709419,Sabadell Parc del Nord,100010
10,1,3709420,Pl. Catalunya,200010
10,1,3709421,Sabadell Parc del Nord,100010
10,1,3709422,Pl. Catalunya,200010
10,1,3709423,Sabadell Parc del Nord,100010
10,1,3709424,Pl. Catalunya,200010
10,1,3709425,Sabadell Parc del Nord,100010
10,1,3709426,Pl. Catalunya,200010
10,1,3709427,Sabadell Parc del Nord,100010
10,1,3709428,Pl. Catalunya,200010
10,1,3709429,Sabadell Parc del Nord,100010
10,1,3709430,Pl. Catalunya,200010
10,1,3709431,Sabadell Parc del Nord,100010
10,1,3709432,Pl. Catalunya,200010
10,1,3709433,Sabadell Parc del Nord,100010
10,1,3709434,Pl. Catalunya,200010
10,1,3709435,Sabadell Parc del Nord,100010
10,1,3709436,Pl. Catalunya,200010
10,1,3709437,Sabadell Parc del Nord,100010
10,1,3709438,Pl. Catalunya,200010
10,1,3709439,Sabadell Parc del Nord,100010
10,1,3709440,Pl. Catalunya,200010
10,1,3709441,Sabadell Parc del Nord,100010
10,1,3709442,Pl. Catalunya,200010
10,1,3709443,Sabadell Parc del Nord,100010
10,1,3709444,Pl. Catalunya,200010
10,1,3709445,Sabadell Parc del Nord,100010
10,1,3709446,Pl. Catalunya,200010
10,1,3709447,Sabadell Parc del Nord,100010
10,1,3709448,Pl. Catalunya,200010
10,1,3709449,Sabadell Parc del Nord,100010
10,1,3709450,Pl. Catalunya,200010
10,1,3709451,Sabadell Parc del Nord,100010
10,1,3709452,Pl. Catalunya,200010
10,1,3709453,Sabadell Parc del Nord,100010
10,1,3709454,Pl. Catalunya,200010
10,1,3709455,Sabadell Parc del Nord,100010
10,1,3709456,Pl. Catalunya,200010
10,1,3709457,Sabadell Parc del Nord,100010
10,1,3709458,Pl. Catalunya,200010
10,1,3709459,Sabadell Parc del Nord,100010
10,1,3709460,Pl. Catalunya,200010
10,1,3709461,Sabadell Parc del Nord,100010
10,1,3709462,Pl. Catalunya,200010
10,1,3709463,Sabadell Parc del Nord,100010
10,1,3709464,Pl. Catalunya,200010
10,1,3709465,Sabadell Parc del Nord,100010
10,1,3709466,Sabadell Parc del Nord,100010
10,1,3709467,Pl. Catalunya,200010
10,1,3709468,Sabadell Parc del Nord,100010
10,1,3709469,Pl. Catalunya,200010
10,1,3709470,Sabadell Parc del Nord,100010
10,1,3709471,Pl. Catalunya,200010
10,1,3709472,Sabadell Parc del Nord,100010
43,1,3709473,Reina Elisenda,100043
43,1,3709474,Sarrià,200043
43,1,3709475,Reina Elisenda,100043
43,1,3709476,Sarrià,200043
43,1,3709477,Reina Elisenda,100043
43,1,3709478,Sarrià,200043
43,1,3709479,Reina Elisenda,100043
43,1,3709480,Sarrià,200043
43,1,3709481,Reina Elisenda,100043
43,1,3709482,Sarrià,200043
43,1,3709483,Reina Elisenda,100043
43,1,3709484,Sarrià,200043
43,1,3709485,Reina Elisenda,100043
43,1,3709486,Sarrià,200043
43,1,3709487,Reina Elisenda,100043
43,1,3709488,Sarrià,200043
43,1,3709489,Reina Elisenda,100043
43,1,3709490,Sarrià,200043
43,1,3709491,Reina Elisenda,100043
43,1,3709492,Sarrià,200043
43,1,3709493,Reina Elisenda,100043
43,1,3709494,Sarrià,200043
43,1,3709495,Reina Elisenda,100043
43,1,3709496,Sarrià,200043
43,1,3709497,Reina Elisenda,100043
43,1,3709498,Sarrià,200043
43,1,3709499,Reina Elisenda,100043
43,1,3709500,Sarrià,200043
43,1,3709501,Reina Elisenda,100043
43,1,3709502,Sarrià,200043
43,1,3709503,Reina Elisenda,100043
43,1,3709504,Sarrià,200043
43,1,3709505,Reina Elisenda,100043
43,1,3709506,Sarrià,200043
43,1,3709507,Reina Elisenda,100043
43,1,3709508,Sarrià,200043
43,1,3709509,Reina Elisenda,100043
43,1,3709510,Sarrià,200043
43,1,3709511,Reina Elisenda,100043
43,1,3709512,Sarrià,200043
43,1,3709513,Reina Elisenda,100043
43,1,3709514,Sarrià,200043
43,1,3709515,Reina Elisenda,100043
43,1,3709516,Sarrià,200043
43,1,3709517,Reina Elisenda,100043
43,1,3709518,Sarrià,200043
43,1,3709519,Reina Elisenda,100043
43,1,3709520,Sarrià,200043
43,1,3709521,Reina Elisenda,100043
43,1,3709522,Sarrià,200043
43,1,3709523,Reina Elisenda,100043
43,1,3709524,Sarrià,200043
43,1,3709525,Reina Elisenda,100043
43,1,3709526,Sarrià,200043
43,1,3709527,Reina Elisenda,100043
43,1,3709528,Sarrià,200043
43,1,3709529,Reina Elisenda,100043
43,1,3709530,Sarrià,200043
43,1,3709531,Reina Elisenda,100043
43,1,3709532,Sarrià,200043
43,1,3709533,Reina Elisenda,100043
43,1,3709534,Sarrià,200043
43,1,3709535,Reina Elisenda,100043
43,1,3709536,Sarrià,200043
43,1,3709537,Reina Elisenda,100043
43,1,3709538,Sarrià,200043
43,1,3709539,Reina Elisenda,100043
43,1,3709540,Sarrià,200043
43,1,3709541,Reina Elisenda,100043
43,1,3709542,Sarrià,200043
43,1,3709543,Reina Elisenda,100043
43,1,3709544,Sarrià,200043
43,1,3709545,Reina Elisenda,100043
43,1,3709546,Sarrià,200043
43,1,3709547,Reina Elisenda,100043
43,1,3709548,Sarrià,200043
43,1,3709549,Reina Elisenda,100043
43,1,3709550,Sarrià,200043
43,1,3709551,Reina Elisenda,100043
43,1,3709552,Sarrià,200043
43,1,3709553,Reina Elisenda,100043
43,1,3709554,Sarrià,200043
43,1,3709555,Reina Elisenda,100043
43,1,3709556,Sarrià,200043
43,1,3709557,Reina Elisenda,100043
43,1,3709558,Sarrià,200043
43,1,3709559,Reina Elisenda,100043
43,1,3709560,Sarrià,200043
43,1,3709561,Reina Elisenda,100043
43,1,3709562,Sarrià,200043
43,1,3709563,Reina Elisenda,100043
43,1,3709564,Sarrià,200043
43,1,3709565,Reina Elisenda,100043
43,1,3709566,Sarrià,200043
43,1,3709567,Reina Elisenda,100043
43,1,3709568,Sarrià,200043
43,1,3709569,Reina Elisenda,100043
43,1,3709570,Sarrià,200043
43,1,3709571,Reina Elisenda,100043
43,1,3709572,Sarrià,200043
43,1,3709573,Reina Elisenda,100043
43,1,3709574,Sarrià,200043
43,1,3709575,Reina Elisenda,100043
43,1,3709576,Sarrià,200043
43,1,3709577,Reina Elisenda,100043
43,1,3709578,Sarrià,200043
43,1,3709579,Reina Elisenda,100043
43,1,3709580,Sarrià,200043
43,1,3709581,Reina Elisenda,100043
43,1,3709582,Sarrià,200043
43,1,3709583,Reina Elisenda,100043
43,1,3709584,Sarrià,200043
43,1,3709585,Reina Elisenda,100043
43,1,3709586,Sarrià,200043
43,1,3709587,Reina Elisenda,100043
43,1,3709588,Sarrià,200043
43,1,3709589,Reina Elisenda,100043
43,1,3709590,Sarrià,200043
43,1,3709591,Reina Elisenda,100043
43,1,3709592,Sarrià,200043
43,1,3709593,Reina Elisenda,100043
43,1,3709594,Sarrià,200043
43,1,3709595,Reina Elisenda,100043
43,1,3709596,Sarrià,200043
43,1,3709597,Reina Elisenda,100043
43,1,3709598,Sarrià,200043
43,1,3709599,Reina Elisenda,100043
43,1,3709600,Sarrià,200043
43,1,3709601,Reina Elisenda,100043
43,1,3709602,Sarrià,200043
43,1,3709603,Reina Elisenda,100043
43,1,3709604,Sarrià,200043
43,1,3709605,Reina Elisenda,100043
43,1,3709606,Sarrià,200043
43,1,3709607,Reina Elisenda,100043
43,1,3709608,Sarrià,200043
