service_id,date,exception_type
2,20200721,1
39,20200721,1
54,20200721,1
2,20200722,1
39,20200722,1
54,20200722,1
2,20200723,1
39,20200723,1
54,20200723,1
3,20200724,1
42,20200724,1
55,20200724,1
4,20200725,1
30,20200725,1
56,20200725,1
5,20200726,1
31,20200726,1
53,20200726,1
2,20200727,1
39,20200727,1
54,20200727,1
2,20200728,1
39,20200728,1
54,20200728,1
2,20200729,1
39,20200729,1
54,20200729,1
2,20200730,1
39,20200730,1
54,20200730,1
3,20200731,1
42,20200731,1
55,20200731,1
4,20200801,1
30,20200801,1
58,20200801,1
5,20200802,1
31,20200802,1
59,20200802,1
17,20200803,1
40,20200803,1
60,20200803,1
17,20200804,1
40,20200804,1
60,20200804,1
17,20200805,1
40,20200805,1
60,20200805,1
17,20200806,1
40,20200806,1
60,20200806,1
18,20200807,1
43,20200807,1
61,20200807,1
4,20200808,1
30,20200808,1
58,20200808,1
5,20200809,1
31,20200809,1
59,20200809,1
12,20200810,1
40,20200810,1
57,20200810,1
12,20200811,1
40,20200811,1
57,20200811,1
12,20200812,1
40,20200812,1
57,20200812,1
12,20200813,1
40,20200813,1
57,20200813,1
19,20200814,1
43,20200814,1
62,20200814,1
4,20200815,1
30,20200815,1
58,20200815,1
5,20200816,1
31,20200816,1
59,20200816,1
12,20200817,1
40,20200817,1
57,20200817,1
12,20200818,1
40,20200818,1
57,20200818,1
12,20200819,1
40,20200819,1
57,20200819,1
12,20200820,1
40,20200820,1
57,20200820,1
19,20200821,1
43,20200821,1
62,20200821,1
4,20200822,1
30,20200822,1
58,20200822,1
5,20200823,1
31,20200823,1
59,20200823,1
17,20200824,1
40,20200824,1
60,20200824,1
17,20200825,1
40,20200825,1
60,20200825,1
17,20200826,1
40,20200826,1
60,20200826,1
17,20200827,1
40,20200827,1
60,20200827,1
18,20200828,1
43,20200828,1
61,20200828,1
4,20200829,1
30,20200829,1
58,20200829,1
5,20200830,1
31,20200830,1
59,20200830,1
2,20200831,1
39,20200831,1
54,20200831,1
2,20200901,1
39,20200901,1
54,20200901,1
2,20200902,1
39,20200902,1
54,20200902,1
2,20200903,1
39,20200903,1
54,20200903,1
3,20200904,1
42,20200904,1
55,20200904,1
4,20200905,1
30,20200905,1
56,20200905,1
5,20200906,1
31,20200906,1
53,20200906,1
2,20200907,1
39,20200907,1
54,20200907,1
2,20200908,1
39,20200908,1
54,20200908,1
2,20200909,1
39,20200909,1
54,20200909,1
3,20200910,1
42,20200910,1
55,20200910,1
4,20200911,1
42,20200911,1
56,20200911,1
4,20200912,1
30,20200912,1
56,20200912,1
5,20200913,1
31,20200913,1
53,20200913,1
6,20200914,1
39,20200914,1
54,20200914,1
6,20200915,1
39,20200915,1
54,20200915,1
6,20200916,1
39,20200916,1
54,20200916,1
6,20200917,1
39,20200917,1
54,20200917,1
7,20200918,1
42,20200918,1
55,20200918,1
4,20200919,1
30,20200919,1
56,20200919,1
5,20200920,1
31,20200920,1
53,20200920,1
6,20200921,1
39,20200921,1
54,20200921,1
6,20200922,1
39,20200922,1
54,20200922,1
20,20200923,1
42,20200923,1
55,20200923,1
21,20200924,1
39,20200924,1
57,20200924,1
20,20200925,1
42,20200925,1
55,20200925,1
22,20200926,1
30,20200926,1
56,20200926,1
23,20200927,1
31,20200927,1
53,20200927,1
6,20200928,1
39,20200928,1
54,20200928,1
6,20200929,1
39,20200929,1
54,20200929,1
6,20200930,1
39,20200930,1
54,20200930,1
6,20201001,1
39,20201001,1
54,20201001,1
7,20201002,1
42,20201002,1
55,20201002,1
4,20201003,1
30,20201003,1
56,20201003,1
5,20201004,1
31,20201004,1
53,20201004,1
6,20201005,1
39,20201005,1
54,20201005,1
6,20201006,1
39,20201006,1
54,20201006,1
6,20201007,1
39,20201007,1
54,20201007,1
6,20201008,1
39,20201008,1
54,20201008,1
7,20201009,1
42,20201009,1
55,20201009,1
4,20201010,1
30,20201010,1
56,20201010,1
4,20201011,1
30,20201011,1
56,20201011,1
5,20201012,1
31,20201012,1
53,20201012,1
6,20201013,1
39,20201013,1
54,20201013,1
6,20201014,1
39,20201014,1
54,20201014,1
6,20201015,1
39,20201015,1
54,20201015,1
7,20201016,1
42,20201016,1
55,20201016,1
4,20201017,1
30,20201017,1
56,20201017,1
5,20201018,1
31,20201018,1
53,20201018,1
6,20201019,1
39,20201019,1
54,20201019,1
6,20201020,1
39,20201020,1
54,20201020,1
6,20201021,1
39,20201021,1
54,20201021,1
6,20201022,1
39,20201022,1
54,20201022,1
7,20201023,1
42,20201023,1
55,20201023,1
4,20201024,1
30,20201024,1
56,20201024,1
5,20201025,1
31,20201025,1
53,20201025,1
6,20201026,1
39,20201026,1
54,20201026,1
6,20201027,1
39,20201027,1
54,20201027,1
6,20201028,1
39,20201028,1
54,20201028,1
6,20201029,1
39,20201029,1
54,20201029,1
7,20201030,1
42,20201030,1
55,20201030,1
4,20201031,1
30,20201031,1
56,20201031,1
5,20201101,1
31,20201101,1
53,20201101,1
6,20201102,1
39,20201102,1
54,20201102,1
6,20201103,1
39,20201103,1
54,20201103,1
6,20201104,1
39,20201104,1
54,20201104,1
6,20201105,1
39,20201105,1
54,20201105,1
7,20201106,1
42,20201106,1
55,20201106,1
4,20201107,1
30,20201107,1
56,20201107,1
5,20201108,1
31,20201108,1
53,20201108,1
6,20201109,1
39,20201109,1
54,20201109,1
6,20201110,1
39,20201110,1
54,20201110,1
6,20201111,1
39,20201111,1
54,20201111,1
6,20201112,1
39,20201112,1
54,20201112,1
7,20201113,1
42,20201113,1
55,20201113,1
4,20201114,1
30,20201114,1
56,20201114,1
5,20201115,1
31,20201115,1
53,20201115,1
6,20201116,1
39,20201116,1
54,20201116,1
6,20201117,1
39,20201117,1
54,20201117,1
6,20201118,1
39,20201118,1
54,20201118,1
6,20201119,1
39,20201119,1
54,20201119,1
7,20201120,1
42,20201120,1
55,20201120,1
4,20201121,1
30,20201121,1
56,20201121,1
5,20201122,1
31,20201122,1
53,20201122,1
6,20201123,1
39,20201123,1
54,20201123,1
6,20201124,1
39,20201124,1
54,20201124,1
6,20201125,1
39,20201125,1
54,20201125,1
6,20201126,1
39,20201126,1
54,20201126,1
7,20201127,1
42,20201127,1
55,20201127,1
4,20201128,1
30,20201128,1
56,20201128,1
5,20201129,1
31,20201129,1
53,20201129,1
6,20201130,1
39,20201130,1
54,20201130,1
6,20201201,1
39,20201201,1
54,20201201,1
6,20201202,1
39,20201202,1
54,20201202,1
6,20201203,1
39,20201203,1
54,20201203,1
7,20201204,1
42,20201204,1
55,20201204,1
4,20201205,1
30,20201205,1
56,20201205,1
5,20201206,1
31,20201206,1
53,20201206,1
7,20201207,1
42,20201207,1
55,20201207,1
5,20201208,1
31,20201208,1
53,20201208,1
6,20201209,1
39,20201209,1
54,20201209,1
6,20201210,1
39,20201210,1
54,20201210,1
7,20201211,1
42,20201211,1
55,20201211,1
4,20201212,1
30,20201212,1
56,20201212,1
5,20201213,1
31,20201213,1
53,20201213,1
6,20201214,1
39,20201214,1
54,20201214,1
6,20201215,1
39,20201215,1
54,20201215,1
6,20201216,1
39,20201216,1
54,20201216,1
6,20201217,1
39,20201217,1
54,20201217,1
7,20201218,1
42,20201218,1
55,20201218,1
4,20201219,1
30,20201219,1
56,20201219,1
5,20201220,1
31,20201220,1
53,20201220,1
6,20201221,1
39,20201221,1
54,20201221,1
6,20201222,1
39,20201222,1
54,20201222,1
2,20201223,1
39,20201223,1
54,20201223,1
24,20201224,1
42,20201224,1
55,20201224,1
4,20201225,1
30,20201225,1
56,20201225,1
4,20201226,1
30,20201226,1
56,20201226,1
5,20201227,1
31,20201227,1
53,20201227,1
2,20201228,1
39,20201228,1
54,20201228,1
2,20201229,1
39,20201229,1
54,20201229,1
2,20201230,1
39,20201230,1
54,20201230,1
25,20201231,1
42,20201231,1
55,20201231,1
44,20180101,1
48,20180101,1
45,20180102,1
49,20180102,1
45,20180103,1
49,20180103,1
45,20180104,1
49,20180104,1
46,20180105,1
50,20180105,1
44,20180106,1
48,20180106,1
44,20180107,1
48,20180107,1
45,20180108,1
49,20180108,1
45,20180109,1
49,20180109,1
45,20180110,1
49,20180110,1
45,20180111,1
49,20180111,1
46,20180112,1
50,20180112,1
47,20180113,1
48,20180113,1
44,20180114,1
48,20180114,1
45,20180115,1
49,20180115,1
45,20180116,1
49,20180116,1
45,20180117,1
49,20180117,1
45,20180118,1
49,20180118,1
46,20180119,1
50,20180119,1
47,20180120,1
48,20180120,1
44,20180121,1
48,20180121,1
45,20180122,1
49,20180122,1
45,20180123,1
49,20180123,1
45,20180124,1
49,20180124,1
45,20180125,1
49,20180125,1
46,20180126,1
50,20180126,1
47,20180127,1
48,20180127,1
44,20180128,1
48,20180128,1
45,20180129,1
49,20180129,1
45,20180130,1
49,20180130,1
45,20180131,1
49,20180131,1
45,20180201,1
49,20180201,1
46,20180202,1
50,20180202,1
47,20180203,1
48,20180203,1
44,20180204,1
48,20180204,1
45,20180205,1
49,20180205,1
45,20180206,1
49,20180206,1
45,20180207,1
49,20180207,1
45,20180208,1
49,20180208,1
46,20180209,1
50,20180209,1
47,20180210,1
48,20180210,1
44,20180211,1
48,20180211,1
45,20180212,1
49,20180212,1
45,20180213,1
49,20180213,1
45,20180214,1
49,20180214,1
45,20180215,1
49,20180215,1
46,20180216,1
50,20180216,1
47,20180217,1
48,20180217,1
44,20180218,1
48,20180218,1
45,20180219,1
49,20180219,1
45,20180220,1
49,20180220,1
45,20180221,1
49,20180221,1
45,20180222,1
49,20180222,1
46,20180223,1
50,20180223,1
47,20180224,1
48,20180224,1
44,20180225,1
48,20180225,1
45,20180226,1
49,20180226,1
45,20180227,1
49,20180227,1
45,20180228,1
49,20180228,1
45,20180301,1
49,20180301,1
46,20180302,1
50,20180302,1
47,20180303,1
48,20180303,1
44,20180304,1
48,20180304,1
45,20180305,1
49,20180305,1
45,20180306,1
49,20180306,1
45,20180307,1
49,20180307,1
45,20180308,1
49,20180308,1
46,20180309,1
50,20180309,1
47,20180310,1
48,20180310,1
44,20180311,1
48,20180311,1
45,20180312,1
49,20180312,1
45,20180313,1
49,20180313,1
45,20180314,1
49,20180314,1
45,20180315,1
49,20180315,1
46,20180316,1
50,20180316,1
47,20180317,1
48,20180317,1
44,20180318,1
48,20180318,1
45,20180319,1
49,20180319,1
45,20180320,1
49,20180320,1
45,20180321,1
49,20180321,1
45,20180322,1
49,20180322,1
46,20180323,1
50,20180323,1
47,20180324,1
51,20180324,1
44,20180325,1
51,20180325,1
45,20180326,1
51,20180326,1
45,20180327,1
51,20180327,1
45,20180328,1
51,20180328,1
45,20180329,1
51,20180329,1
44,20180330,1
51,20180330,1
47,20180331,1
51,20180331,1
44,20180401,1
51,20180401,1
44,20180402,1
51,20180402,1
45,20180403,1
52,20180403,1
45,20180404,1
52,20180404,1
45,20180405,1
52,20180405,1
46,20180406,1
52,20180406,1
47,20180407,1
51,20180407,1
44,20180408,1
51,20180408,1
45,20180409,1
52,20180409,1
45,20180410,1
52,20180410,1
45,20180411,1
52,20180411,1
45,20180412,1
52,20180412,1
46,20180413,1
52,20180413,1
47,20180414,1
51,20180414,1
44,20180415,1
51,20180415,1
45,20180416,1
52,20180416,1
45,20180417,1
52,20180417,1
45,20180418,1
52,20180418,1
45,20180419,1
52,20180419,1
46,20180420,1
52,20180420,1
47,20180421,1
51,20180421,1
44,20180422,1
51,20180422,1
45,20180423,1
52,20180423,1
45,20180424,1
52,20180424,1
45,20180425,1
52,20180425,1
45,20180426,1
52,20180426,1
46,20180427,1
51,20180427,1
47,20180428,1
51,20180428,1
44,20180429,1
51,20180429,1
45,20180430,1
51,20180430,1
44,20180501,1
51,20180501,1
45,20180502,1
52,20180502,1
45,20180503,1
52,20180503,1
46,20180504,1
52,20180504,1
47,20180505,1
51,20180505,1
44,20180506,1
51,20180506,1
45,20180507,1
52,20180507,1
45,20180508,1
52,20180508,1
45,20180509,1
52,20180509,1
45,20180510,1
52,20180510,1
44,20180511,1
52,20180511,1
47,20180512,1
51,20180512,1
44,20180513,1
51,20180513,1
45,20180514,1
52,20180514,1
45,20180515,1
52,20180515,1
45,20180516,1
52,20180516,1
45,20180517,1
52,20180517,1
46,20180518,1
52,20180518,1
47,20180519,1
51,20180519,1
44,20180520,1
51,20180520,1
45,20180521,1
51,20180521,1
45,20180522,1
52,20180522,1
45,20180523,1
52,20180523,1
45,20180524,1
52,20180524,1
46,20180525,1
52,20180525,1
47,20180526,1
51,20180526,1
44,20180527,1
51,20180527,1
45,20180528,1
52,20180528,1
45,20180529,1
52,20180529,1
45,20180530,1
52,20180530,1
45,20180531,1
52,20180531,1
46,20180601,1
52,20180601,1
47,20180602,1
51,20180602,1
44,20180603,1
51,20180603,1
45,20180604,1
52,20180604,1
45,20180605,1
52,20180605,1
45,20180606,1
52,20180606,1
45,20180607,1
52,20180607,1
46,20180608,1
52,20180608,1
47,20180609,1
51,20180609,1
44,20180610,1
51,20180610,1
45,20180611,1
52,20180611,1
45,20180612,1
52,20180612,1
45,20180613,1
52,20180613,1
45,20180614,1
52,20180614,1
46,20180615,1
52,20180615,1
47,20180616,1
51,20180616,1
44,20180617,1
51,20180617,1
45,20180618,1
52,20180618,1
45,20180619,1
52,20180619,1
45,20180620,1
52,20180620,1
45,20180621,1
52,20180621,1
46,20180622,1
52,20180622,1
47,20180623,1
51,20180623,1
44,20180624,1
51,20180624,1
45,20180625,1
51,20180625,1
45,20180626,1
51,20180626,1
45,20180627,1
51,20180627,1
45,20180628,1
51,20180628,1
46,20180629,1
51,20180629,1
47,20180630,1
51,20180630,1
44,20180701,1
51,20180701,1
45,20180702,1
51,20180702,1
45,20180703,1
51,20180703,1
45,20180704,1
51,20180704,1
45,20180705,1
51,20180705,1
46,20180706,1
51,20180706,1
47,20180707,1
51,20180707,1
44,20180708,1
51,20180708,1
45,20180709,1
51,20180709,1
45,20180710,1
51,20180710,1
45,20180711,1
51,20180711,1
45,20180712,1
51,20180712,1
46,20180713,1
51,20180713,1
47,20180714,1
51,20180714,1
44,20180715,1
51,20180715,1
45,20180716,1
51,20180716,1
45,20180717,1
51,20180717,1
45,20180718,1
51,20180718,1
45,20180719,1
51,20180719,1
46,20180720,1
51,20180720,1
47,20180721,1
51,20180721,1
44,20180722,1
51,20180722,1
45,20180723,1
51,20180723,1
45,20180724,1
51,20180724,1
45,20180725,1
51,20180725,1
45,20180726,1
51,20180726,1
46,20180727,1
51,20180727,1
47,20180728,1
51,20180728,1
44,20180729,1
51,20180729,1
45,20180730,1
51,20180730,1
45,20180731,1
51,20180731,1
45,20180801,1
51,20180801,1
45,20180802,1
51,20180802,1
46,20180803,1
51,20180803,1
47,20180804,1
51,20180804,1
44,20180805,1
51,20180805,1
45,20180806,1
51,20180806,1
45,20180807,1
51,20180807,1
45,20180808,1
51,20180808,1
45,20180809,1
51,20180809,1
46,20180810,1
51,20180810,1
47,20180811,1
51,20180811,1
44,20180812,1
51,20180812,1
45,20180813,1
51,20180813,1
45,20180814,1
51,20180814,1
44,20180815,1
51,20180815,1
45,20180816,1
51,20180816,1
46,20180817,1
51,20180817,1
47,20180818,1
51,20180818,1
44,20180819,1
51,20180819,1
45,20180820,1
51,20180820,1
45,20180821,1
51,20180821,1
45,20180822,1
51,20180822,1
45,20180823,1
51,20180823,1
46,20180824,1
51,20180824,1
47,20180825,1
51,20180825,1
44,20180826,1
51,20180826,1
45,20180827,1
51,20180827,1
45,20180828,1
51,20180828,1
45,20180829,1
51,20180829,1
45,20180830,1
51,20180830,1
46,20180831,1
51,20180831,1
47,20180901,1
51,20180901,1
44,20180902,1
51,20180902,1
45,20180903,1
51,20180903,1
45,20180904,1
51,20180904,1
45,20180905,1
51,20180905,1
45,20180906,1
51,20180906,1
46,20180907,1
51,20180907,1
47,20180908,1
51,20180908,1
44,20180909,1
51,20180909,1
45,20180910,1
51,20180910,1
44,20180911,1
51,20180911,1
45,20180912,1
48,20180912,1
45,20180913,1
48,20180913,1
46,20180914,1
48,20180914,1
47,20180915,1
51,20180915,1
44,20180916,1
51,20180916,1
45,20180917,1
52,20180917,1
45,20180918,1
52,20180918,1
45,20180919,1
52,20180919,1
45,20180920,1
52,20180920,1
46,20180921,1
52,20180921,1
47,20180922,1
51,20180922,1
44,20180923,1
51,20180923,1
45,20180924,1
51,20180924,1
45,20180925,1
52,20180925,1
45,20180926,1
52,20180926,1
45,20180927,1
52,20180927,1
46,20180928,1
52,20180928,1
44,20180929,1
51,20180929,1
44,20180930,1
51,20180930,1
45,20181001,1
52,20181001,1
45,20181002,1
52,20181002,1
45,20181003,1
52,20181003,1
45,20181004,1
52,20181004,1
46,20181005,1
52,20181005,1
47,20181006,1
51,20181006,1
44,20181007,1
51,20181007,1
45,20181008,1
52,20181008,1
45,20181009,1
52,20181009,1
45,20181010,1
52,20181010,1
45,20181011,1
52,20181011,1
44,20181012,1
51,20181012,1
47,20181013,1
51,20181013,1
44,20181014,1
51,20181014,1
45,20181015,1
52,20181015,1
45,20181016,1
52,20181016,1
45,20181017,1
52,20181017,1
45,20181018,1
52,20181018,1
46,20181019,1
52,20181019,1
47,20181020,1
51,20181020,1
44,20181021,1
51,20181021,1
45,20181022,1
52,20181022,1
45,20181023,1
52,20181023,1
45,20181024,1
52,20181024,1
45,20181025,1
52,20181025,1
46,20181026,1
52,20181026,1
47,20181027,1
48,20181027,1
44,20181028,1
48,20181028,1
45,20181029,1
52,20181029,1
45,20181030,1
52,20181030,1
45,20181031,1
52,20181031,1
44,20181101,1
48,20181101,1
46,20181102,1
48,20181102,1
47,20181103,1
48,20181103,1
44,20181104,1
48,20181104,1
45,20181105,1
49,20181105,1
45,20181106,1
49,20181106,1
45,20181107,1
49,20181107,1
45,20181108,1
49,20181108,1
46,20181109,1
50,20181109,1
47,20181110,1
48,20181110,1
44,20181111,1
48,20181111,1
45,20181112,1
49,20181112,1
45,20181113,1
49,20181113,1
45,20181114,1
49,20181114,1
45,20181115,1
49,20181115,1
46,20181116,1
50,20181116,1
47,20181117,1
48,20181117,1
44,20181118,1
48,20181118,1
45,20181119,1
49,20181119,1
45,20181120,1
49,20181120,1
45,20181121,1
